"6646,11b4e04b309f4d79,""""""I would like to extend a fat, robust FUCK YOU to the asshole who deleted my criticism of Schengen.  And you wonder why I continue to vandalize Wikipedia? Its because some fucking asshole from the Wiki community continually deletes whatever I post.  Yes I have used profanity, and yes I have often not followed protocols.  Yet when I have followed """"""""Wiki"""""""" protocols, even kindly worded comments are promptly deleted by the assholes of Dickipedia.  To all of you at Wikipedia, I extend a fat and boisterous FUCK YOUfor deleting my comments -)";;;;;;;;
;;;;;;;;
""",1,1,1,0,1,0
6830,1239fe4940a46945,on my own talk page without leaving there fucking username needs to come and suck my dick becuse i realy think they should at least be able to back there shit up.,1,1,1,0,0,0
6911,12703d55c77ed5b1,SHUT THE FUCK UP!";;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!vv;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
SHUT THE FUCK UP!;;;;;;;;
"SHUT THE FUCK UP!"",1,1,1,0,1,0";;;;;;;;
6917,1272f62a21efb219,FUck you you god damn mother fuckin son of a bitch stop being a stupid ass shithead and be fuckin cool for once,1,1,1,0,1,0;;;;;;;;
"7010,12aeac37aa137df6,""like wtf ";;;;;;;;
;;;;;;;;
look man, youre a graduate student in mathematical fucking ecology and you have pictures of amoebas on your homepage.  dont you have anything better to do?  you have a job?  what can you do as a mathematical ecologist?  what the FUCK do you want to do with your life????  GET OFF WIKIPEDIA YOU FUCKING DEAD BEAT!  jesus H. christ!  go get a girlfriend or something, or get an interesting job, or at the least, go play some donkey kong or something.  my god.  you sicken me you sad sack little fuck.  oh and TEA DRINKER?????  you drink tea!?  i like tea too man, but not THAT much.  you are a giant COCK SUCKER.  get a life dude.;;;;;;;;
;;;;;;;;
sincerely,;;;;;;;;
     the real N-town gangsta;;;;;;;;
;;;;;;;;
"p.s.-  youre a faggot"",1,0,1,0,1,1";;;;;;;;
"7036,12c82a67010c0fcf,""""""";;;;;;;;
;;;;;;;;
"An illness has nothing to do with time/era, but """"""""mental illnesses"""""""", for some reason, do. In a society where everyone is narcissistic, it's not a disorder. Ragheads think we're insane, and we think those sand-niggers are crazy too. Ever heard of """"""""Einstein's Theory of Relativity""""""""? I think not. """""",0,0,0,0,1,1";;;;;;;;
"7055,12d17284171e6cb1,""Regarding you being a homosexual";;;;;;;;
"You are clearly a homosexual. I think you should leave normal society and go and live in a sewer with all the other homosexuals. You are clearly not normal. If you persist with reporting me for abusing you, I will insert a large garden gnome into you. And stay off the Dublin Airport article. It's my territory. If I say Delta serve Orlando from Dublin, then they do. Don't send me fucking patronising messages again. Fucking freak!!!"",1,0,1,0,1,1";;;;;;;;
"7063,12d627c78aa2f962,""You're a moron! ";;;;;;;;
;;;;;;;;
It's F;;;;;;;;
U;;;;;;;;
C;;;;;;;;
K;;;;;;;;
 ;;;;;;;;
F;;;;;;;;
U;;;;;;;;
C;;;;;;;;
K;;;;;;;;
 ;;;;;;;;
F;;;;;;;;
U;;;;;;;;
C;;;;;;;;
K;;;;;;;;
 ;;;;;;;;
A;;;;;;;;
 ;;;;;;;;
D;;;;;;;;
U;;;;;;;;
C;;;;;;;;
K;;;;;;;;
,;;;;;;;;
 ;;;;;;;;
S;;;;;;;;
C;;;;;;;;
R;;;;;;;;
E;;;;;;;;
W;;;;;;;;
 ;;;;;;;;
A;;;;;;;;
 ;;;;;;;;
K;;;;;;;;
A;;;;;;;;
N;;;;;;;;
G;;;;;;;;
A;;;;;;;;
R;;;;;;;;
O;;;;;;;;
O;;;;;;;;
,;;;;;;;;
 ;;;;;;;;
6;;;;;;;;
9;;;;;;;;
 ;;;;;;;;
A;;;;;;;;
 ;;;;;;;;
P;;;;;;;;
O;;;;;;;;
R;;;;;;;;
C;;;;;;;;
U;;;;;;;;
P;;;;;;;;
I;;;;;;;;
N;;;;;;;;
E;;;;;;;;
,;;;;;;;;
 ;;;;;;;;
O;;;;;;;;
R;;;;;;;;
G;;;;;;;;
Y;;;;;;;;
 ;;;;;;;;
A;;;;;;;;
T;;;;;;;;
 ;;;;;;;;
T;;;;;;;;
H;;;;;;;;
E;;;;;;;;
 ;;;;;;;;
Z;;;;;;;;
O;;;;;;;;
O;;;;;;;;
"."",1,1,1,0,1,0";;;;;;;;
"7103,12ede95b6a12397c,""you people are pretty overzealous with this whole free thing.  get a fucking life, you fucking niggers !!!23 16!!!"",1,1,1,0,1,1";;;;;;;;
"7145,130bf0cafb548a89,""SuPeRTR0LL WiLL LiVe FoReVeR!";;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!;;;;;;;;
SuPeRTR0LL WiLL LiVe FoReVeR!;;;;;;;;
"iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!"",1,0,1,1,1,0";;;;;;;;
"7283,135f5c646b1c3dc3,""you are a chicken shit cock sucking pussy bastard! ";;;;;;;;
;;;;;;;;
"you are a chicken shit cock sucking pussy bastard!"",1,1,1,0,1,0";;;;;;;;
"7299,1368c10281978876,""You're a stupid cunt ";;;;;;;;
;;;;;;;;
"Fuck you dumb arse, your mum has a hairy cunt and I hope and pray that you die, no, fuck that, I wish you would die, if I had three wishes, one of them would be to have you dead, and the others would be so that everyone you knew hated your cunt like face."",1,1,1,1,1,1";;;;;;;;
"7302,1369e9e220aa5147,"", oh shit, stop making warnings, motherfucker, also, fuck you."",1,1,1,0,1,0";;;;;;;;
"7667,14658942f6e3036a,""ya EXTRA ";;;;;;;;
;;;;;;;;
"Ur fuckin EXTRA tryna bryte up urself and delete and revert my edits what if i revert ur face cuz it seems like u need some revertin on that ugly shit bitch. Zoe stay away from my edits u little hoe. Thank you for your consideration!"",1,1,1,0,1,0";;;;;;;;
"7745,149d3236f4a5ffac,""Fuck you. You come in, put it all back, then REMOVE the template, you're obviously another abusive jerk protecting that abusive jerk ChrisO so fuck you once more for good measure."",1,1,1,0,1,0";;;;;;;;
7748,149e15ad2efded1a,u r sooooooooooooo gay,1,0,0,0,1,1;;;;;;;;
7818,14cf27f9495d131f,WHY THE FUCK DO U EDIT MY CONTRIB. TO WIKI ABOUT THE IRANIAN ARMY? THEY MUST DIE U KNOW!! STUPID TERRORISTS...THEY'RE LIVING ON ISRAELI SOIL CALLED ASIA-AFRICA WHICH SHOULD BE FOR ISRAELIS ONLY AND MUSLIM FREE,1,0,1,1,1,1;;;;;;;;
"7893,15020e13393c4b3c,""Hi, you poor twerps. My money does far more good than your pathetic rule enforcing. Have fun with your fat wives and gay hookers."",1,1,1,0,1,1";;;;;;;;
"7933,151ebc30bc8a4d42,""20";;;;;;;;
;;;;;;;;
retards u fuckin paki fuckersItalic textfukin taliban;;;;;;;;
== fuck u;;;;;;;;
== fuck u again;;;;;;;;
 fuck u even more ;;;;;;;;
 ==;;;;;;;;
" =="",1,1,1,0,1,0";;;;;;;;
"8050,156f84c4b9052ca5,""Hey white person, you suck. Stop being so white. Nigger pride. ";;;;;;;;
"-(non-white person)"",1,0,1,0,1,1";;;;;;;;
"8141,15abaa783a453d4f,""Useless piece of shit ";;;;;;;;
;;;;;;;;
"You're an asshole, you useless piece of shit. Get a life, instead of deleting pages of loved ones who never did anything to harm you. Motherfuker."",1,1,1,0,1,0";;;;;;;;
8217,15d32a7f16415363,is fucking dumd i hope someone kills him,1,1,1,0,1,0;;;;;;;;
8322,162035b60c769eec,Marcus. You suck guys dicks.,1,1,1,0,1,0;;;;;;;;
"8326,16235f5ddce28a61,""Paul Tibbit is a fucking-ass little piece of smelly donkey shit that raped SpongeBob rock-hard!!! ";;;;;;;;
I hope Paul Tibbit gets fucking cancer and burns in hell!;;;;;;;;
PAUL TIBBIT IS A WEED-SMOKING BASTARD WHO COMPLETELY FUCKED UP SPONGEBOB!!!!;;;;;;;;
SpongeBob is a pile of crap now. I don't think I've ever hated a person more than I hate Paul Tibbit. Him and his piss-poor animation skills.;;;;;;;;
Yeh Tibbit is SUCH A HOMO!!!!;;;;;;;;
I hope he fucking dies!;;;;;;;;
What the motherfucking hell is up with people these days? Nick's people obviously smoked lots and LOTS of crack in 2004!;;;;;;;;
I love Old SPongeBob. New SpongeBob. I don't blame SB. I blame FUCKING PAUL TIBBIT!!!!  SCREW YOU PAUL!!!!;;;;;;;;
"Thanks to that man-hag SpongeBob is completely f++ked up. 71.64.6.46"",1,1,0,0,0,0";;;;;;;;
8390,164b68b8df4b5872,Save your sarcastic little remarks DICK.  Ok Dick?  Understand Dick. (By the way I'm not calling you a DICK Dick.),1,1,1,0,1,0;;;;;;;;
"8417,165fe8bb208c44d0,""Now.. For the picture page to remain, what do you need remove on the pages.";;;;;;;;
;;;;;;;;
Two, can you remove the fraud external links, you make all Nigerian look like fraud or con artists....;;;;;;;;
"this is my request."",0,0,0,0,1,1";;;;;;;;
"8531,16a4d34345378025,""Hey queer Andrew";;;;;;;;
;;;;;;;;
"Stop messing around!Is your mum lesbian and father homosexual?"",1,0,0,0,1,1";;;;;;;;
8540,16a9b958b048e649,you are gay gay gay gay gay gay,1,0,0,0,1,1;;;;;;;;
"8610,16dbb02f5d3f4a67,""Fuck you, Smith.  Please have me notified when you die.  I want to dance on your grave."",1,1,1,0,1,0";;;;;;;;
"8619,16e110672dde00d9,""How civil is this - who the fuck do you think you are to but in on a conversation between old friends, you cunt."",1,1,1,0,1,0";;;;;;;;
"8649,16fc8ee8dfc92c9e,""Are you gay?";;;;;;;;
Are you a nigger?;;;;;;;;
Are you a gay nigger?;;;;;;;;
;;;;;;;;
Then the Gay Nigger Association of America is right for you!;;;;;;;;
;;;;;;;;
"Give me yor moneyz!"",1,1,1,0,1,1";;;;;;;;
8787,1756fa379911285c,fag fag fag fag doosh doosh doosh suck my nuts,1,1,1,0,1,0;;;;;;;;
"8865,1787e8af29b2563f,""NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.";;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE OUTSIDE OF WIKI. NJGW IS A FUCKING LOSER BASTARD.;;;;;;;;
;;;;;;;;
"NJGW IS AN UNEMPLOYED MOTHER FUCKING BASTARD LOSER. ROTS HERE IN WIKI EVERYDAY! HE IS A LOSER IN LIFE. NJGW IS A FUCKING LOSER BASTARD WITH NO LIFE"",1,1,1,0,1,0";;;;;;;;
8875,17903046a4eb8f13,FUCK OFF MY PAGE!!!!!!!!!!!!!!,1,1,1,0,0,0;;;;;;;;
"8966,17d2a1d2147f897f,""you are queer as volk ";;;;;;;;
;;;;;;;;
"you are gay man. oh no the wikipedia police are coming to get me!!!!!!you are the only gay in  the village"",1,0,0,0,1,1";;;;;;;;
"8976,17dd103aa83a76ab,""hello moto ";;;;;;;;
;;;;;;;;
"hello flygayguy649 i hope u get a dick stuck up your ass i am a 13 year old kkk member. and i'll kick your ass so stay away and dont delete my pages. BITCH!!!"",1,1,1,1,1,0";;;;;;;;
"8977,17dd17eb535029d6,""""""";;;;;;;;
;;;;;;;;
"Dear Jesus. Really, has Vander Plaats really become the Lt Gov man? We gotta deal with """"""""why Republicans like Jaysuschris hate the Ten Commandments (and love right wing sluts like Karen Nussle)"""""""" Republicans. I think Jaysuschris is female, and probably, a Lesbian."""""",1,0,1,0,1,1";;;;;;;;
8979,17df2fbc086745c1,I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going t,1,1,1,1,0,0;;;;;;;;
9090,183a77b265f02ccd,Hey i know that im just a city boy but this page was written by a bunch of dumbass redneck fuckers who worship beer and have talking bass mouunted on every wall i fucking hate rednecks and all there woodsport shit these fuckers need to get a life and learn how to use their right hand...do rednecks ever have sex with people other than their own family members?,1,0,1,0,1,1;;;;;;;;
9181,18736dafe129bfe4,Jimbo Wales is a gay little fucker,1,0,1,0,1,1;;;;;;;;
